Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,BioProject,GenBank_Title
KY981573,Echovirus E11,NA,"Laassri,M., Zagorodnyaya,T., Hassin-Baer,S., Handsher,R., Sofer,D., Weil,M., Karagiannis,K., Simonyan,V., Chumakov,K., Shulman,L.","FDA, HHS",USA,2017-12-16,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7374,GenBank,complete,NA,NA,NA,Israel,Israel,NA,Homo sapiens,NA,1995-11-13,NA,NA,"Echovirus E11 strain 7482/ISR/1995, complete genome"
KY981574,Echovirus E11,NA,"Laassri,M., Zagorodnyaya,T., Hassin-Baer,S., Handsher,R., Sofer,D., Weil,M., Karagiannis,K., Simonyan,V., Chumakov,K., Shulman,L.","FDA, HHS",USA,2017-12-16,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7429,GenBank,complete,NA,NA,NA,Israel,Israel,NA,Homo sapiens,NA,1996-02-27,NA,NA,"Echovirus E11 strain 7676/ISR/1996, complete genome"
KY981575,Echovirus E11,NA,"Laassri,M., Zagorodnyaya,T., Hassin-Baer,S., Handsher,R., Sofer,D., Weil,M., Karagiannis,K., Simonyan,V., Chumakov,K., Shulman,L.","FDA, HHS",USA,2017-12-16,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7427,GenBank,complete,NA,NA,NA,Israel,Israel,NA,Homo sapiens,NA,1996,NA,NA,"Echovirus E11 strain 8098/ISR/1996, complete genome"
KY981576,Echovirus E11,NA,"Laassri,M., Zagorodnyaya,T., Hassin-Baer,S., Handsher,R., Sofer,D., Weil,M., Karagiannis,K., Simonyan,V., Chumakov,K., Shulman,L.","FDA, HHS",USA,2017-12-16,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7422,GenBank,complete,NA,NA,NA,Israel,Israel,NA,Homo sapiens,NA,1996-10-28,NA,NA,"Echovirus E11 strain 8108/ISR/1996, complete genome"
KY981577,Echovirus E11,NA,"Laassri,M., Zagorodnyaya,T., Hassin-Baer,S., Handsher,R., Sofer,D., Weil,M., Karagiannis,K., Simonyan,V., Chumakov,K., Shulman,L.","FDA, HHS",USA,2017-12-16,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7422,GenBank,complete,NA,NA,NA,Israel,Israel,NA,Homo sapiens,NA,1997-05-06,NA,NA,"Echovirus E11 strain 8416/ISR/1997, complete genome"
KY981578,Echovirus E11,NA,"Laassri,M., Zagorodnyaya,T., Hassin-Baer,S., Handsher,R., Sofer,D., Weil,M., Karagiannis,K., Simonyan,V., Chumakov,K., Shulman,L.","FDA, HHS",USA,2017-12-16,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7427,GenBank,complete,NA,NA,NA,Israel,Israel,NA,Homo sapiens,NA,1998,NA,NA,"Echovirus E11 strain 8640/ISR/1998, complete genome"
KY981579,Echovirus E11,NA,"Laassri,M., Zagorodnyaya,T., Hassin-Baer,S., Handsher,R., Sofer,D., Weil,M., Karagiannis,K., Simonyan,V., Chumakov,K., Shulman,L.","FDA, HHS",USA,2017-12-16,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7417,GenBank,complete,NA,NA,NA,Israel,Israel,NA,Homo sapiens,NA,1998-02-11,NA,NA,"Echovirus E11 strain 9295/ISR/1998, complete genome"
KY981580,Echovirus E11,NA,"Laassri,M., Zagorodnyaya,T., Hassin-Baer,S., Handsher,R., Sofer,D., Weil,M., Karagiannis,K., Simonyan,V., Chumakov,K., Shulman,L.","FDA, HHS",USA,2017-12-16,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7432,GenBank,complete,NA,NA,NA,Israel,Israel,NA,Homo sapiens,NA,1998-02-19,NA,NA,"Echovirus E11 strain 9310/ISR/1998, complete genome"
KY981581,Echovirus E11,NA,"Laassri,M., Zagorodnyaya,T., Hassin-Baer,S., Handsher,R., Sofer,D., Weil,M., Karagiannis,K., Simonyan,V., Chumakov,K., Shulman,L.","FDA, HHS",USA,2017-12-16,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7431,GenBank,complete,NA,NA,NA,Israel,Israel,NA,Homo sapiens,NA,1998-04-01,NA,NA,"Echovirus E11 strain 9368/ISR/1998, complete genome"
MF973166,Coxsackievirus B5,NA,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.","UW, Lab Medicine",USA,2017-11-20,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7372,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,NA,NA,PRJNA338014,"Coxsackievirus B5 strain 7A4, complete genome"
MF422557,Coxsackievirus A9,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7375,GenBank,partial,CVA9,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Coxsackievirus A9 strain 61238-7074 polyprotein gene, complete cds"
MF422559,Coxsackievirus B4,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7291,GenBank,partial,CVB4,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Coxsackievirus B4 strain 61240-775 polyprotein gene, complete cds"
MF422560,Coxsackievirus B4,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7312,GenBank,partial,CVB4,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Coxsackievirus B4 strain 61255-960 polyprotein gene, complete cds"
MF422562,Coxsackievirus B4,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7273,GenBank,partial,CVB4,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Coxsackievirus B4 strain 61257-1129 polyprotein gene, complete cds"
MF422564,Echovirus E25,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7332,GenBank,partial,E25,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E25 strain 61241-70868 polyprotein gene, complete cds"
MF422565,Echovirus E25,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7302,GenBank,partial,E25,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E25 strain 61242-1563 polyprotein gene, complete cds"
MF422566,Echovirus E25,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7273,GenBank,partial,E25,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E25 strain 61243-1564 polyprotein gene, partial cds"
MF422567,Echovirus E3,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7317,GenBank,partial,E3,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E3 strain 61244-72187 polyprotein gene, complete cds"
MF422568,Echovirus E3,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7358,GenBank,partial,E3,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E3 strain 61245-2710 polyprotein gene, complete cds"
MF422569,Echovirus E3,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7385,GenBank,partial,E3,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E3 strain 61246-70294 polyprotein gene, complete cds"
MF422570,Echovirus E3,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7365,GenBank,partial,E3,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E3 strain 61247-622 polyprotein gene, complete cds"
MF422571,Echovirus E3,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7350,GenBank,partial,E3,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E3 strain 63038-1131 polyprotein gene, complete cds"
MF422572,Echovirus E3,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7345,GenBank,partial,E3,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E3 strain 63040-70881 polyprotein gene, complete cds"
MF422573,Echovirus E30,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7361,GenBank,partial,E30,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E30 strain 61248-1425 polyprotein gene, complete cds"
MF422574,Echovirus E30,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7370,GenBank,partial,E30,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E30 strain 61249-244 polyprotein gene, complete cds"
MF422575,Echovirus E30,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7350,GenBank,partial,E30,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E30 strain 61250-858 polyprotein gene, complete cds"
MF422576,Echovirus E30,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7371,GenBank,partial,E30,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E30 strain 61251-440 polyprotein gene, complete cds"
MF422577,Echovirus E30,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7362,GenBank,partial,E30,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E30 strain 63037-1463 polyprotein gene, complete cds"
MF422578,Echovirus E30,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7325,GenBank,partial,E30,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E30 strain 63039-1999 polyprotein gene, complete cds"
MF422579,Echovirus E6,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7345,GenBank,partial,E6,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E6 strain 61252-70738 polyprotein gene, complete cds"
MF422580,Echovirus E9,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7366,GenBank,partial,E9,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E9 strain 61253-70985 polyprotein gene, complete cds"
MF422581,Echovirus E9,NA,"Chien,Y.S., Lee,M.S.","National Health Research Institutes, National Institute of Infectious Diseases and Vaccinology",NA,2017-11-06,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7278,GenBank,partial,E9,NA,NA,Taiwan,Taiwan,NA,Homo sapiens,NA,2008,NA,NA,"Echovirus E9 strain 61254-115 polyprotein gene, partial cds"
LC191408,Coxsackievirus B2,NA,"Nagata,N., Ushioda,W., Doan,Y.H., Nakamura,T., Agoh,M., Iizuka,S., Kotani,O., Iwata-Yoshikawa,N., Shimizu,H., Hasegawa,H.","Research Department; 4-1-70, Seto-cho, Kan-onji, Kagawa 768-0065",Japan,2017-10-18,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7408,GenBank,partial,NA,NA,NA,Japan: Shimane,Japan,NA,Homo sapiens,NA,2008,NA,NA,"Coxsackievirus B2 gene for polyprotein, complete cds, strain: 08-749-Shimane08-JPN"
LC191409,Coxsackievirus B2,NA,"Nagata,N., Ushioda,W., Doan,Y.H., Nakamura,T., Agoh,M., Iizuka,S., Kotani,O., Iwata-Yoshikawa,N., Shimizu,H., Hasegawa,H.","Research Department; 4-1-70, Seto-cho, Kan-onji, Kagawa 768-0065",Japan,2017-10-18,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7408,GenBank,partial,NA,NA,NA,Japan: Shimane,Japan,NA,Homo sapiens,NA,2008,NA,NA,"Coxsackievirus B2 gene for polyprotein, complete cds, strain: 08-906-Shimane08-JPN"
LC191410,Coxsackievirus B2,NA,"Nagata,N., Ushioda,W., Doan,Y.H., Nakamura,T., Agoh,M., Iizuka,S., Kotani,O., Iwata-Yoshikawa,N., Shimizu,H., Hasegawa,H.","Research Department; 4-1-70, Seto-cho, Kan-onji, Kagawa 768-0065",Japan,2017-10-18,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7408,GenBank,partial,NA,NA,NA,Japan: Shimane,Japan,NA,Homo sapiens,NA,2013,NA,NA,"Coxsackievirus B2 gene for polyprotein, complete cds, strain: 13-1050-Shimane13-JPN"
LC191411,Coxsackievirus B2,NA,"Nagata,N., Ushioda,W., Doan,Y.H., Nakamura,T., Agoh,M., Iizuka,S., Kotani,O., Iwata-Yoshikawa,N., Shimizu,H., Hasegawa,H.","Research Department; 4-1-70, Seto-cho, Kan-onji, Kagawa 768-0065",Japan,2017-10-18,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7408,GenBank,partial,NA,NA,NA,Japan: Nagasaki,Japan,NA,Homo sapiens,NA,2013,NA,NA,"Coxsackievirus B2 gene for polyprotein, complete cds, strain: NS13-004-Nagasaki13-JPN"
LC191412,Coxsackievirus B2,NA,"Nagata,N., Ushioda,W., Doan,Y.H., Nakamura,T., Agoh,M., Iizuka,S., Kotani,O., Iwata-Yoshikawa,N., Shimizu,H., Hasegawa,H.","Research Department; 4-1-70, Seto-cho, Kan-onji, Kagawa 768-0065",Japan,2017-10-18,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7408,GenBank,partial,NA,NA,NA,Japan: Nagasaki,Japan,NA,Homo sapiens,NA,2013,NA,NA,"Coxsackievirus B2 gene for polyprotein, complete cds, strain: NS13-005-Nagasaki13-JPN"
LC191413,Coxsackievirus B2,NA,"Nagata,N., Ushioda,W., Doan,Y.H., Nakamura,T., Agoh,M., Iizuka,S., Kotani,O., Iwata-Yoshikawa,N., Shimizu,H., Hasegawa,H.","Research Department; 4-1-70, Seto-cho, Kan-onji, Kagawa 768-0065",Japan,2017-10-18,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7408,GenBank,partial,NA,NA,NA,Japan: Nagasaki,Japan,NA,Homo sapiens,NA,2013,NA,NA,"Coxsackievirus B2 gene for polyprotein, complete cds, strain: NS13-006-Nagasaki13-JPN"
LC191414,Coxsackievirus B2,NA,"Nagata,N., Ushioda,W., Doan,Y.H., Nakamura,T., Agoh,M., Iizuka,S., Kotani,O., Iwata-Yoshikawa,N., Shimizu,H., Hasegawa,H.","Research Department; 4-1-70, Seto-cho, Kan-onji, Kagawa 768-0065",Japan,2017-10-18,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7408,GenBank,partial,NA,NA,NA,Japan: Nagasaki,Japan,NA,Homo sapiens,NA,2013,NA,NA,"Coxsackievirus B2 gene for polyprotein, complete cds, strain: NS13-007-Nagasaki13-JPN"
LC191415,Coxsackievirus B2,NA,"Nagata,N., Ushioda,W., Doan,Y.H., Nakamura,T., Agoh,M., Iizuka,S., Kotani,O., Iwata-Yoshikawa,N., Shimizu,H., Hasegawa,H.","Research Department; 4-1-70, Seto-cho, Kan-onji, Kagawa 768-0065",Japan,2017-10-18,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7408,GenBank,partial,NA,NA,NA,Japan: Nagasaki,Japan,NA,Homo sapiens,NA,2013,NA,NA,"Coxsackievirus B2 gene for polyprotein, complete cds, strain: NS13-008-Nagasaki13-JPN"
LC191416,Coxsackievirus B2,NA,"Nagata,N., Ushioda,W., Doan,Y.H., Nakamura,T., Agoh,M., Iizuka,S., Kotani,O., Iwata-Yoshikawa,N., Shimizu,H., Hasegawa,H.","Research Department; 4-1-70, Seto-cho, Kan-onji, Kagawa 768-0065",Japan,2017-10-18,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7408,GenBank,partial,NA,NA,NA,Japan: Nagasaki,Japan,NA,Homo sapiens,NA,2013,NA,NA,"Coxsackievirus B2 gene for polyprotein, complete cds, strain: NS13-010-Nagasaki13-JPN"
MF554740,Echovirus E4,NA,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.","UW, Lab Medicine",USA,2017-10-07,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7288,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,NA,NA,PRJNA338014,"Echovirus E4 strain 2F5, complete genome"
KX808644,Echovirus E3,NA,"Guo,H., Leng,H., Wu,Y., Chen,Q.","Jiangsu Provincial Cdc, Expand Programe on Immunization",China,2017-09-16,JSev001,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7428,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,NA,2015-05-28,NA,NA,"Echovirus E3 isolate JSev001, complete genome"
KY352499,Coxsackievirus B5,NA,"Wang,M., Shi,W., Li,J.","Institute of Pathogen Biology, Taishan Medical College",China,2017-09-13,CVB5/BZ/2014,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),6558,GenBank,partial,NA,NA,NA,China,China,NA,Homo sapiens,NA,2014-04-30,NA,NA,"Coxsackievirus B5 isolate CVB5/BZ/2014 polyprotein gene, complete cds"
MF683838,Coxsackievirus B5,NA,"Huang,B., Harrower,B., Burtonclay,P., Constantino,T., Warrilow,D.","Forensic and Scientific Services, Public Health Virology",Australia,2017-09-13,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7378,GenBank,partial,NA,NA,NA,Australia,Australia,NA,Homo sapiens,cerebrospinal fluid,2017-05-05,NA,NA,"Coxsackievirus B5 strain AU17EV1, partial genome"
MF683839,Coxsackievirus B5,NA,"Huang,B., Harrower,B., Burtonclay,P., Constantino,T., Warrilow,D.","Forensic and Scientific Services, Public Health Virology",Australia,2017-09-13,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7378,GenBank,partial,NA,NA,NA,Australia,Australia,NA,Homo sapiens,cerebrospinal fluid,2017-06-20,NA,NA,"Coxsackievirus B5 strain AU17EV2, partial genome"
KY828851,Echovirus E18,NA,"Zhang,H., Zhao,Y., Liu,H., Sun,H., Huang,X., Yang,Z., Ma,S.","Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Medical Genetics",China,2017-08-26,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7404,GenBank,complete,echovirus 18,NA,1,China,China,NA,Homo sapiens,NA,2016-07-21,NA,NA,"Echovirus E18 strain A83/YN/CHN/2016, complete genome"
KY828852,Echovirus E18,NA,"Zhang,H., Zhao,Y., Liu,H., Sun,H., Huang,X., Yang,Z., Ma,S.","Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Medical Genetics",China,2017-08-26,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7399,GenBank,complete,echovirus 18,NA,1,China,China,NA,Homo sapiens,NA,2016-07-12,NA,NA,"Echovirus E18 strain A86/YN/CHN/2016, complete genome"
KX619440,Echovirus E6,NA,"Abbasi,S., Makvandi,M., Teimoori,A., Samarbaf-Zadeh,A.R.","Ahvaz Jundishapur University of Medical Sciences, Virology",Iran,2017-05-22,RA/E6/Ahvaz/Iran/2011,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7456,GenBank,complete,NA,NA,NA,Iran,Iran,NA,Homo sapiens,lesion_tumor,2011,NA,NA,"Echovirus E6 isolate RA/E6/Ahvaz/Iran/2011, complete genome"
KX060810,Echovirus E20,NA,"Zhang,H., Liu,J., Yang,Z., Sun,X., Ma,S.","Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Molecular Epidemiology",China,2017-04-17,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7398,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,feces,2010-05,NA,NA,"Echovirus E20 strain 812/YN/CHN/2010, complete genome"
KY286529,Coxsackievirus B3,NA,"Li,S., Wan,J., Wang,W., Zhao,H., Xu,L., Cheng,T., Xia,N.","State Key Laboratory of Molecular Vaccinology and Molecular Diagnostics, Xiamen University",China,2017-04-01,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7388,GenBank,complete,NA,NA,NA,China: Xiamen,China,NA,Homo sapiens,NA,2008,NA,NA,"Coxsackievirus B3 strain CB3/2035A, complete genome"
KY645964,Echovirus E30,NA,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.","UW, Lab Medicine",USA,2017-03-29,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7245,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,2016,NA,PRJNA338014,"Echovirus E30 strain 16-I10, complete genome"
KY674974,Coxsackievirus A9,NA,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.","UW, Lab Medicine",USA,2017-03-29,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7387,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,2016,NA,PRJNA338014,"Coxsackievirus A9 strain 16C2, complete genome"
KY674976,Coxsackievirus A9,NA,"Greninger,A.L., Makhsous,N., Kuypers,J., Shean,R.C., Jerome,K.R., Kuypers,J.M.","UW, Lab Medicine",USA,2017-03-29,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7355,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,2016,NA,PRJNA338014,"Coxsackievirus A9 strain 16C8, complete genome"
KY303900,Coxsackievirus B5,NA,"Hao,X., Chen,P., Wu,X., Liang,Z.","Hepatitis Virus Vaccines Division, National Institute for Food and Drug Control",China,2017-03-22,417/JS/CHN/2013,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7370,GenBank,partial,NA,NA,NA,China,China,NA,Homo sapiens,oronasopharynx,2013,NA,NA,"Coxsackievirus B5 isolate 417/JS/CHN/2013 polyprotein gene, complete cds"
KX527626,Echovirus E11,NA,"Valli,M.B., Abbate,I., Carletti,F., Castilletti,C., Rueca,M., Zaccaro,P., Ippolito,G., Capobianchi,M.R.","National Institute for Infectious Diseases ""L. Spallanzani""- IRCCS, Laboratory of Virology",Italy,2017-03-08,ISO_VR_Echo11,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7347,GenBank,complete,11,NA,NA,Italy,Italy,NA,Homo sapiens,NA,2013-08-08,NA,NA,"Echovirus E11 isolate ISO_VR_Echo11, complete genome"
KU707902,Enterovirus B83,NA,"Tang,J., Li,Q., Tian,B., Zhang,J., Li,K., Ding,Z., Lu,L.","Yunnan Center for Disease Control and Prevention, Polio Lab",NA,2017-01-29,246/YN/CHN/08,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7394,GenBank,complete,B83,NA,1,China,China,NA,Homo sapiens,feces,2008,NA,NA,"Enterovirus B83 isolate 246/YN/CHN/08, complete genome"
KY369904,Coxsackievirus B4,NA,"Greninger,A.L., Makhsous,N., Kuypers,J.M., Shean,R.C., Jerome,K.R.","UW, Lab Medicine",USA,2017-01-15,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7368,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,NA,2016,NA,PRJNA338014,"Coxsackievirus B4 strain EPV3715, complete genome"
KX752784,Coxsackievirus B4,NA,"Zhang,Z., Wei,Q., Dong,Z., Ding,S., Wang,X., Shi,W.","Taishan Medical College, Institute of Pathogen Biology",China,2017-01-04,Laiwu/SD/CHN/2013,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7372,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,NA,2013-06-04,NA,NA,"Coxsackievirus B4 isolate Laiwu/SD/CHN/2013, complete genome"
KR362878,Coxsackievirus B3,NA,"Zhang,W., Tao,Z., Wang,H.","Shandong Center for Disease Control and Prevention, Pathogenic Microorganism Division",China,2016-12-30,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7401,GenBank,complete,NA,NA,NA,China,China,NA,Homo sapiens,NA,2008,NA,NA,"Coxsackievirus B3 strain 08TC170, complete genome"
KX810066,Echovirus E2,NA,"Castro,C.J., Magana,L., Diez-Valcarce,M., Collins,N., Marine,R., Vinje,J., Ng,T.F.F.","Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch",USA,2016-11-07,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7364,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,feces,2013-06-20,NA,PRJNA322324,"Echovirus E2 strain USA/2013-19511, complete genome"
KX681481,Echovirus E9,NA,"Greninger,A.L., Bajema,K., Kuypers,J., Jerome,K.","UW, Laboratory Medicine",USA,2016-10-24,NA,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),7322,GenBank,complete,NA,NA,NA,USA,USA,NA,Homo sapiens,blood,2016-06,NA,NA,"Echovirus E9 strain UW0, complete genome"
